Well,480
A1,OVRFLW
B1,0.842
C1,1.448
D1,1.624
E1,0.046
F1,0.047
G1,0.045
H1,0.045
A2,OVRFLW
B2,0.827
C2,1.448
D2,1.631
E2,0.045
F2,0.045
G2,0.045
H2,0.045
A3,3.284
B3,0.729
C3,1.061
D3,1.262
E3,0.045
F3,0.045
G3,0.045
H3,0.045
A4,3.24
B4,0.696
C4,1.012
D4,1.32
E4,0.045
F4,0.045
G4,0.045
H4,0.045
A5,2.528
B5,0.625
C5,1.708
D5,1.325
E5,0.046
F5,0.045
G5,0.045
H5,0.045
A6,2.434
B6,0.631
C6,1.796
D6,1.248
E6,0.049
F6,0.045
G6,0.045
H6,0.045
A7,2.023
B7,1.99
C7,0.896
D7,0.05
E7,0.049
F7,0.047
G7,0.045
H7,0.045
A8,2.064
B8,1.994
C8,0.909
D8,0.045
E8,0.046
F8,0.045
G8,0.045
H8,0.045
A9,1.536
B9,1.025
C9,0.817
D9,0.046
E9,0.046
F9,0.045
G9,0.045
H9,0.046
A10,1.556
B10,1.043
C10,0.852
D10,0.046
E10,0.047
F10,0.046
G10,0.045
H10,0.045
A11,1.078
B11,1.072
C11,2.13
D11,0.045
E11,0.045
F11,0.045
G11,0.045
H11,0.045
A12,1.098
B12,1.101
C12,2.047
D12,0.046
E12,0.047
F12,0.047
G12,0.045
H12,0.045
