Well,Plug_ID
A1,Standard1
A2,Standard1
A3,Standard2
A4,Standard2
A5,Standard3
A6,Standard3
A7,Standard4
A8,Standard4
A9,Standard5
A10,Standard5
A11,Standard6
A12,Standard6
B1,Standard7
B2,Standard7
B3,Standard8
B4,Standard8
B5,Standard9
B6,Standard9
B7,Standard10
B8,Standard10
B9,1122
B10,1122
B11,1822
B12,1822
C1,2874
C2,2874
C3,1469
C4,1469
C5,1593
C6,1593
C7,1299
C8,1299
C9,1585
C10,1585
C11,1492
C12,1492
D1,1316
D2,1316
D3,2669
D4,2669
D5,NA
D6,NA
D7,1592
D8,1592
D9,2525
D10,2525
D11,1650
D12,1650
E1,2372
E2,2372
E3,1551
E4,1551
E5,1616
E6,1616
E7,2407
E8,2407
E9,1640
E10,1640
E11,1534
E12,1534
F1,1162
F2,1162
F3,1067
F4,1067
F5,2565
F6,2565
F7,1498
F8,1498
F9,1353
F10,1353
F11,1730
F12,1730
G1,1479
G2,1479
G3,2517
G4,2517
G5,2360
G6,2360
G7,1061
G8,1061
G9,1564
G10,1564
G11,1136
G12,1136
H1,1768
H2,1768
H3,1052
H4,1052
H5,1063
H6,1063
H7,1410
H8,1410
H9,1102
H10,1102
H11,1234
H12,1234
