Well,562
A1,1.911
B1,0.209
C1,0.768
D1,0.641
E1,0.965
F1,0.775
G1,0.746
H1,0.776
A2,1.805
B2,0.204
C2,0.718
D2,0.488
E2,0.947
F2,0.715
G2,0.699
H2,0.753
A3,1.429
B3,0.097
C3,0.544
D3,0.26
E3,0.66
F3,1.238
G3,0.659
H3,0.847
A4,1.425
B4,0.094
C4,0.527
D4,0.243
E4,0.623
F4,1.232
G4,0.73
H4,0.856
A5,1.063
B5,0.075
C5,1.291
D5,0.284
E5,0.344
F5,0.342
G5,0.372
H5,0.65
A6,1.09
B6,0.077
C6,1.325
D6,0.304
E6,0.345
F6,0.355
G6,0.358
H6,0.703
A7,0.841
B7,0.72
C7,0.46
D7,0.404
E7,0.641
F7,0.469
G7,0.77
H7,0.439
A8,0.824
B8,0.804
C8,0.431
D8,0.388
E8,0.621
F8,0.477
G8,0.693
H8,0.429
A9,0.66
B9,0.323
C9,0.255
D9,0.351
E9,0.547
F9,1.053
G9,0.838
H9,0.49
A10,0.62
B10,0.317
C10,0.247
D10,0.348
E10,0.555
F10,1.194
G10,0.832
H10,0.477
A11,0.387
B11,0.294
C11,1.019
D11,1.361
E11,1.377
F11,0.821
G11,0.363
H11,0.076
A12,0.374
B12,0.285
C12,1.116
D12,1.401
E12,1.427
F12,0.766
G12,0.382
H12,0.078
,
Well,562
A1,1.911
B1,0.209
C1,0.768
D1,0.641
E1,0.965
F1,0.775
G1,0.746
H1,0.776
A2,1.805
B2,0.204
C2,0.718
D2,0.488
E2,0.947
F2,0.715
G2,0.699
H2,0.753
A3,1.429
B3,0.097
C3,0.544
D3,0.26
E3,0.66
F3,1.238
G3,0.659
H3,0.847
A4,1.425
B4,0.094
C4,0.527
D4,0.243
E4,0.623
F4,1.232
G4,0.73
H4,0.856
A5,1.063
B5,0.075
C5,1.291
D5,0.284
E5,0.344
F5,0.342
G5,0.372
H5,0.65
A6,1.09
B6,0.077
C6,1.325
D6,0.304
E6,0.345
F6,0.355
G6,0.358
H6,0.703
A7,0.841
B7,0.72
C7,0.46
D7,0.404
E7,0.641
F7,0.469
G7,0.77
H7,0.439
A8,0.824
B8,0.804
C8,0.431
D8,0.388
E8,0.621
F8,0.477
G8,0.693
H8,0.429
A9,0.66
B9,0.323
C9,0.255
D9,0.351
E9,0.547
F9,1.053
G9,0.838
H9,0.49
A10,0.62
B10,0.317
C10,0.247
D10,0.348
E10,0.555
F10,1.194
G10,0.832
H10,0.477
A11,0.387
B11,0.294
C11,1.019
D11,1.361
E11,1.377
F11,0.821
G11,0.363
H11,0.076
A12,0.374
B12,0.285
C12,1.116
D12,1.401
E12,1.427
F12,0.766
G12,0.382
H12,0.078
,
Well,562
A1,1.911
B1,0.209
C1,0.768
D1,0.641
E1,0.965
F1,0.775
G1,0.746
H1,0.776
A2,1.805
B2,0.204
C2,0.718
D2,0.488
E2,0.947
F2,0.715
G2,0.699
H2,0.753
A3,1.429
B3,0.097
C3,0.544
D3,0.26
E3,0.66
F3,1.238
G3,0.659
H3,0.847
A4,1.425
B4,0.094
C4,0.527
D4,0.243
E4,0.623
F4,1.232
G4,0.73
H4,0.856
A5,1.063
B5,0.075
C5,1.291
D5,0.284
E5,0.344
F5,0.342
G5,0.372
H5,0.65
A6,1.09
B6,0.077
C6,1.325
D6,0.304
E6,0.345
F6,0.355
G6,0.358
H6,0.703
A7,0.841
B7,0.72
C7,0.46
D7,0.404
E7,0.641
F7,0.469
G7,0.77
H7,0.439
A8,0.824
B8,0.804
C8,0.431
D8,0.388
E8,0.621
F8,0.477
G8,0.693
H8,0.429
A9,0.66
B9,0.323
C9,0.255
D9,0.351
E9,0.547
F9,1.053
G9,0.838
H9,0.49
A10,0.62
B10,0.317
C10,0.247
D10,0.348
E10,0.555
F10,1.194
G10,0.832
H10,0.477
A11,0.387
B11,0.294
C11,1.019
D11,1.361
E11,1.377
F11,0.821
G11,0.363
H11,0.076
A12,0.374
B12,0.285
C12,1.116
D12,1.401
E12,1.427
F12,0.766
G12,0.382
H12,0.078
