Well,562
A1,1.871
B1,0.2
C1,0.282
D1,0.677
E1,0.452
F1,0.265
G1,0.365
H1,0.325
A2,1.822
B2,0.197
C2,0.25
D2,0.678
E2,0.455
F2,0.253
G2,0.311
H2,0.319
A3,1.388
B3,0.096
C3,0.397
D3,0.403
E3,0.424
F3,0.362
G3,0.405
H3,0.35
A4,1.308
B4,0.096
C4,0.387
D4,0.41
E4,0.45
F4,0.351
G4,0.391
H4,0.335
A5,1.026
B5,0.077
C5,0.406
D5,0.271
E5,0.491
F5,0.385
G5,0.577
H5,0.674
A6,0.805
B6,0.076
C6,0.382
D6,0.255
E6,0.464
F6,0.376
G6,0.571
H6,0.65
A7,0.765
B7,0.487
C7,0.476
D7,0.64
E7,0.335
F7,0.465
G7,0.347
H7,0.711
A8,0.739
B8,0.559
C8,0.461
D8,0.429
E8,0.327
F8,0.452
G8,0.336
H8,0.712
A9,0.563
B9,0.567
C9,0.553
D9,0.354
E9,0.215
F9,0.758
G9,0.215
H9,0.293
A10,0.582
B10,0.535
C10,0.498
D10,0.364
E10,0.218
F10,0.708
G10,0.214
H10,0.352
A11,0.35
B11,0.39
C11,0.32
D11,0.47
E11,0.323
F11,0.349
G11,0.436
H11,0.477
A12,0.348
B12,0.407
C12,0.334
D12,0.462
E12,0.33
F12,0.358
G12,0.435
H12,0.46
,
Well,562
A1,1.871
B1,0.2
C1,0.282
D1,0.677
E1,0.452
F1,0.265
G1,0.365
H1,0.325
A2,1.822
B2,0.197
C2,0.25
D2,0.678
E2,0.455
F2,0.253
G2,0.311
H2,0.319
A3,1.388
B3,0.096
C3,0.397
D3,0.403
E3,0.424
F3,0.362
G3,0.405
H3,0.35
A4,1.308
B4,0.096
C4,0.387
D4,0.41
E4,0.45
F4,0.351
G4,0.391
H4,0.335
A5,1.026
B5,0.077
C5,0.406
D5,0.271
E5,0.491
F5,0.385
G5,0.577
H5,0.674
A6,0.805
B6,0.076
C6,0.382
D6,0.255
E6,0.464
F6,0.376
G6,0.571
H6,0.65
A7,0.765
B7,0.487
C7,0.476
D7,0.64
E7,0.335
F7,0.465
G7,0.347
H7,0.711
A8,0.739
B8,0.559
C8,0.461
D8,0.429
E8,0.327
F8,0.452
G8,0.336
H8,0.712
A9,0.563
B9,0.567
C9,0.553
D9,0.354
E9,0.215
F9,0.758
G9,0.215
H9,0.293
A10,0.582
B10,0.535
C10,0.498
D10,0.364
E10,0.218
F10,0.708
G10,0.214
H10,0.352
A11,0.35
B11,0.39
C11,0.32
D11,0.47
E11,0.323
F11,0.349
G11,0.436
H11,0.477
A12,0.348
B12,0.407
C12,0.334
D12,0.462
E12,0.33
F12,0.358
G12,0.435
H12,0.46
,
Well,562
A1,1.871
B1,0.2
C1,0.282
D1,0.677
E1,0.452
F1,0.265
G1,0.365
H1,0.325
A2,1.822
B2,0.197
C2,0.25
D2,0.678
E2,0.455
F2,0.253
G2,0.311
H2,0.319
A3,1.388
B3,0.096
C3,0.397
D3,0.403
E3,0.424
F3,0.362
G3,0.405
H3,0.35
A4,1.308
B4,0.096
C4,0.387
D4,0.41
E4,0.45
F4,0.351
G4,0.391
H4,0.335
A5,1.026
B5,0.077
C5,0.406
D5,0.271
E5,0.491
F5,0.385
G5,0.577
H5,0.674
A6,0.805
B6,0.076
C6,0.382
D6,0.255
E6,0.464
F6,0.376
G6,0.571
H6,0.65
A7,0.765
B7,0.487
C7,0.476
D7,0.64
E7,0.335
F7,0.465
G7,0.347
H7,0.711
A8,0.739
B8,0.559
C8,0.461
D8,0.429
E8,0.327
F8,0.452
G8,0.336
H8,0.712
A9,0.563
B9,0.567
C9,0.553
D9,0.354
E9,0.215
F9,0.758
G9,0.215
H9,0.293
A10,0.582
B10,0.535
C10,0.498
D10,0.364
E10,0.218
F10,0.708
G10,0.214
H10,0.352
A11,0.35
B11,0.39
C11,0.32
D11,0.47
E11,0.323
F11,0.349
G11,0.436
H11,0.477
A12,0.348
B12,0.407
C12,0.334
D12,0.462
E12,0.33
F12,0.358
G12,0.435
H12,0.46
