Date,Sample.ID,colony_id,ID1,ID2,Plug.Number,Chamber.Channel,Position,Bin.ID,Run,Species,Fragment.Number,Sample.Type,Temp.Cat,Chamber.Vol.L,Surf.Area.cm2,Start.time,Stop.time,Light_Dark,Light_Level,Light_Value,Notes,QC
20180914,PA-1326_20180914,PA-1326_20180914,PA-1326,PA1,1326,3,4,1,PI,Pacuta,1,Sample,26.4,0.605,30,20:46,21:15,Light,8,473,,
20180914,PA-1059_20180914,PA-1059_20180914,PA-1059,PA2,1059,5,6,1,PI,Pacuta,2,Sample,26.4,0.605,30,20:46,21:15,Light,8,473,,
20180914,PA-2668_20180914,PA-2668_20180914,PA-2668,PA3,2668,7,9,2,PI,Pacuta,3,Sample,26.4,0.605,30,20:46,21:15,Light,8,473,,
20180914,PA-1547_20180914,PA-1547_20180914,PA-1547,PA4,1547,9,11,2,PI,Pacuta,4,Sample,26.4,0.6,30,20:46,21:15,Light,8,473,,
20180914,BK-2_20180914,BK-2_20180914,BK-2,BK2,NA,6,7,2,PI,BK,2,Blank,26.4,0.61,NA,20:46,21:15,Light,8,473,,
20180914,MC-1128_20180914,MC-1128_20180914,MC-1128,MC1,1128,2,3,1,PI,Mcapitata,1,Sample,26.4,0.605,30,20:46,21:15,Light,8,473,,
20180914,MC-1568_20180914,MC-1568_20180914,MC-1568,MC2,1568,4,5,1,PI,Mcapitata,2,Sample,26.4,0.605,30,20:46,21:15,Light,8,473,,
20180914,MC-2986_20180914,MC-2986_20180914,MC-2986,MC3,2986,8,10,2,PI,Mcapitata,3,Sample,26.4,0.6,30,20:46,21:15,Light,8,473,,
20180914,MC-1498_20180914,MC-1498_20180914,MC-1498,MC4,1498,10,12,2,PI,Mcapitata,4,Sample,26.4,0.595,30,20:46,21:15,Light,8,473,,
20180914,BK-1_20180914,BK-1_20180914,BK-1,BK1,NA,1,1,1,PI,BK,1,Blank,26.4,0.61,NA,20:46,21:15,Light,8,473,,
20180914,PA-1326_20180914,PA-1326_20180914,PA-1326,PA1,1326,3,4,1,PI,Pacuta,1,Sample,26.4,0.605,30,22:00,22:32,Light,9,618,,
20180914,PA-1059_20180914,PA-1059_20180914,PA-1059,PA2,1059,5,6,1,PI,Pacuta,2,Sample,26.4,0.605,30,22:00,22:32,Light,9,618,,
20180914,PA-2668_20180914,PA-2668_20180914,PA-2668,PA3,2668,7,9,2,PI,Pacuta,3,Sample,26.4,0.605,30,22:00,22:32,Light,9,618,,
20180914,PA-1547_20180914,PA-1547_20180914,PA-1547,PA4,1547,9,11,2,PI,Pacuta,4,Sample,26.4,0.6,30,22:00,22:32,Light,9,618,,
20180914,BK-2_20180914,BK-2_20180914,BK-2,BK2,NA,6,7,2,PI,BK,2,Blank,26.4,0.61,NA,22:00,22:32,Light,9,618,,
20180914,MC-1128_20180914,MC-1128_20180914,MC-1128,MC1,1128,2,3,1,PI,Mcapitata,1,Sample,26.4,0.605,30,22:00,22:32,Light,9,618,,
20180914,MC-1568_20180914,MC-1568_20180914,MC-1568,MC2,1568,4,5,1,PI,Mcapitata,2,Sample,26.4,0.605,30,22:00,22:32,Light,9,618,,
20180914,MC-2986_20180914,MC-2986_20180914,MC-2986,MC3,2986,8,10,2,PI,Mcapitata,3,Sample,26.4,0.6,30,22:00,22:32,Light,9,618,,
20180914,MC-1498_20180914,MC-1498_20180914,MC-1498,MC4,1498,10,12,2,PI,Mcapitata,4,Sample,26.4,0.595,30,22:00,22:32,Light,9,618,,
20180914,BK-1_20180914,BK-1_20180914,BK-1,BK1,NA,1,1,1,PI,BK,1,Blank,26.4,0.61,NA,22:54,23:25,Light,10,838,,
20180914,PA-1326_20180914,PA-1326_20180914,PA-1326,PA1,1326,3,4,1,PI,Pacuta,1,Sample,26.4,0.605,30,22:54,23:25,Light,10,838,,
20180914,PA-1059_20180914,PA-1059_20180914,PA-1059,PA2,1059,5,6,1,PI,Pacuta,2,Sample,26.4,0.605,30,22:54,23:25,Light,10,838,,
20180914,PA-2668_20180914,PA-2668_20180914,PA-2668,PA3,2668,7,9,2,PI,Pacuta,3,Sample,26.4,0.605,30,22:54,23:25,Light,10,838,,
20180914,PA-1547_20180914,PA-1547_20180914,PA-1547,PA4,1547,9,11,2,PI,Pacuta,4,Sample,26.4,0.6,30,22:54,23:25,Light,10,838,,
20180914,BK-2_20180914,BK-2_20180914,BK-2,BK2,NA,6,7,2,PI,BK,2,Blank,26.4,0.61,NA,22:54,23:25,Light,10,838,,
20180914,MC-1128_20180914,MC-1128_20180914,MC-1128,MC1,1128,2,3,1,PI,Mcapitata,1,Sample,26.4,0.605,30,22:54,23:25,Light,10,838,,
20180914,MC-1568_20180914,MC-1568_20180914,MC-1568,MC2,1568,4,5,1,PI,Mcapitata,2,Sample,26.4,0.605,30,22:54,23:25,Light,10,838,,
20180914,MC-2986_20180914,MC-2986_20180914,MC-2986,MC3,2986,8,10,2,PI,Mcapitata,3,Sample,26.4,0.6,30,22:54,23:25,Light,10,838,,
20180914,MC-1498_20180914,MC-1498_20180914,MC-1498,MC4,1498,10,12,2,PI,Mcapitata,4,Sample,26.4,0.595,30,22:54,23:25,Light,10,838,,
20181017,BK-1_20181017,BK-1_20181017,BK-1,BK1,NA,5,2,1,PI,BK,1,Blank,30,0.61,NA,11:52,12:23,Dark,1,0,,
20181017,PA-1618_20181017,PA-1618_20181017,PA-1618,P-1618,1618,1,1,1,PI,Pacuta,1,Sample,30,0.605,30,11:52,12:23,Dark,1,0,,
20181017,PA-1411_20181017,PA-1411_20181017,PA-1411,P-1411,1411,2,3,1,PI,Pacuta,2,Sample,30,0.605,30,11:52,12:23,Dark,1,0,,
20181017,PA-1759_20181017,PA-1759_20181017,PA-1759,P-1759,1759,6,7,2,PI,Pacuta,3,Sample,30,0.605,30,11:52,12:23,Dark,1,0,,
20181017,PA-2202_20181017,PA-2202_20181017,PA-2202,P-2202,2202,7,9,2,PI,Pacuta,4,Sample,30,0.6,30,11:52,12:23,Dark,1,0,,
20181017,BK-2_20181017,BK-2_20181017,BK-2,BK2,NA,10,8,2,PI,BK,2,Blank,30,0.61,NA,11:52,12:23,Dark,1,0,,
20181017,MC-2299_20181017,MC-2299_20181017,MC-2299,M-2299,2299,3,4,1,PI,Mcapitata,1,Sample,30,0.605,30,11:52,12:23,Dark,1,0,,
20181017,MC-2163_20181017,MC-2163_20181017,MC-2163,M-2163,2163,4,6,1,PI,Mcapitata,2,Sample,30,0.605,30,11:52,12:23,Dark,1,0,,
20181017,MC-2517_20181017,MC-2517_20181017,MC-2517,M-2517,2517,8,10,2,PI,Mcapitata,3,Sample,30,0.6,30,11:52,12:23,Dark,1,0,,
20181017,MC-2024_20181017,MC-2024_20181017,MC-2024,M-2024,2024,9,12,2,PI,Mcapitata,4,Sample,30,0.595,30,11:52,12:23,Dark,1,0,,
20181017,BK-1_20181017,BK-1_20181017,BK-1,B1-HOT,NA,5,2,1,PI,BK,1,Blank,30,0.61,NA,12:25,12:55,Light,2,21,,
20181017,PA-1618_20181017,PA-1618_20181017,PA-1618,P-1618,1618,1,1,1,PI,Pacuta,1,Sample,30,0.605,30,12:25,12:55,Light,2,21,,
20181017,PA-1411_20181017,PA-1411_20181017,PA-1411,P-1411,1411,2,3,1,PI,Pacuta,2,Sample,30,0.605,30,12:25,12:55,Light,2,21,,
20181017,PA-1759_20181017,PA-1759_20181017,PA-1759,P-1759,1759,6,7,2,PI,Pacuta,3,Sample,30,0.605,30,12:25,12:55,Light,2,21,,
20181017,PA-2202_20181017,PA-2202_20181017,PA-2202,P-2202,2202,7,9,2,PI,Pacuta,4,Sample,30,0.6,30,12:25,12:55,Light,2,21,,
20181017,BK-2_20181017,BK-2_20181017,BK-2,B2-HOT,NA,10,8,2,PI,BK,2,Blank,30,0.61,NA,12:25,12:55,Light,2,21,,
20181017,MC-2299_20181017,MC-2299_20181017,MC-2299,M-2299,2299,3,4,1,PI,Mcapitata,1,Sample,30,0.605,30,12:25,12:55,Light,2,21,,
20181017,MC-2163_20181017,MC-2163_20181017,MC-2163,M-2163,2163,4,6,1,PI,Mcapitata,2,Sample,30,0.605,30,12:25,12:55,Light,2,21,,
20181017,MC-2517_20181017,MC-2517_20181017,MC-2517,M-2517,2517,8,10,2,PI,Mcapitata,3,Sample,30,0.6,30,12:25,12:55,Light,2,21,,
20181017,MC-2024_20181017,MC-2024_20181017,MC-2024,M-2024,2024,9,12,2,PI,Mcapitata,4,Sample,30,0.595,30,12:25,12:55,Light,2,21,,
20181017,BK-1_20181017,BK-1_20181017,BK-1,B1-HOT,NA,5,2,1,PI,BK,1,Blank,30,0.61,NA,12:58,13:29,Light,3,43,,
20181017,PA-1618_20181017,PA-1618_20181017,PA-1618,P-1618,1618,1,1,1,PI,Pacuta,1,Sample,30,0.605,30,12:58,13:29,Light,3,43,,
20181017,PA-1411_20181017,PA-1411_20181017,PA-1411,P-1411,1411,2,3,1,PI,Pacuta,2,Sample,30,0.605,30,12:58,13:29,Light,3,43,,
20181017,PA-1759_20181017,PA-1759_20181017,PA-1759,P-1759,1759,6,7,2,PI,Pacuta,3,Sample,30,0.605,30,12:58,13:29,Light,3,43,,
20181017,PA-2202_20181017,PA-2202_20181017,PA-2202,P-2202,2202,7,9,2,PI,Pacuta,4,Sample,30,0.6,30,12:58,13:29,Light,3,43,,
20181017,BK-2_20181017,BK-2_20181017,BK-2,B2-HOT,NA,10,8,2,PI,BK,2,Blank,30,0.61,NA,12:58,13:29,Light,3,43,,
20181017,MC-2299_20181017,MC-2299_20181017,MC-2299,M-2299,2299,3,4,1,PI,Mcapitata,1,Sample,30,0.605,30,12:58,13:29,Light,3,43,,
20181017,MC-2163_20181017,MC-2163_20181017,MC-2163,M-2163,2163,4,6,1,PI,Mcapitata,2,Sample,30,0.605,30,12:58,13:29,Light,3,43,,
20181017,MC-2517_20181017,MC-2517_20181017,MC-2517,M-2517,2517,8,10,2,PI,Mcapitata,3,Sample,30,0.6,30,12:58,13:29,Light,3,43,,
20181017,MC-2024_20181017,MC-2024_20181017,MC-2024,M-2024,2024,9,12,2,PI,Mcapitata,4,Sample,30,0.595,30,12:58,13:29,Light,3,43,,
20181017,BK-1_20181017,BK-1_20181017,BK-1,B1-HOT,NA,5,2,1,PI,BK,1,Blank,30,0.61,NA,13:31,14:01,Dark,4,79,,
20181017,PA-1618_20181017,PA-1618_20181017,PA-1618,P-1618,1618,1,1,1,PI,Pacuta,1,Sample,30,0.605,30,13:31,14:01,Dark,4,79,,
20181017,PA-1411_20181017,PA-1411_20181017,PA-1411,P-1411,1411,2,3,1,PI,Pacuta,2,Sample,30,0.605,30,13:31,14:01,Dark,4,79,,
20181017,PA-1759_20181017,PA-1759_20181017,PA-1759,P-1759,1759,6,7,2,PI,Pacuta,3,Sample,30,0.605,30,13:31,14:01,Dark,4,79,,
20181017,PA-2202_20181017,PA-2202_20181017,PA-2202,P-2202,2202,7,9,2,PI,Pacuta,4,Sample,30,0.6,30,13:31,14:01,Dark,4,79,,
20181017,BK-2_20181017,BK-2_20181017,BK-2,B2-HOT,NA,10,8,2,PI,BK,2,Blank,30,0.61,NA,13:31,14:01,Dark,4,79,,
20181017,MC-2299_20181017,MC-2299_20181017,MC-2299,M-2299,2299,3,4,1,PI,Mcapitata,1,Sample,30,0.605,30,13:31,14:01,Dark,4,79,,
20181017,MC-2163_20181017,MC-2163_20181017,MC-2163,M-2163,2163,4,6,1,PI,Mcapitata,2,Sample,30,0.605,30,13:31,14:01,Dark,4,79,,
20181017,MC-2517_20181017,MC-2517_20181017,MC-2517,M-2517,2517,8,10,2,PI,Mcapitata,3,Sample,30,0.6,30,13:31,14:01,Dark,4,79,,
20181017,MC-2024_20181017,MC-2024_20181017,MC-2024,M-2024,2024,9,12,2,PI,Mcapitata,4,Sample,30,0.595,30,13:31,14:01,Dark,4,79,,
20181017,BK-1_20181017,BK-1_20181017,BK-1,B1-HOT,NA,5,2,1,PI,BK,1,Blank,30,0.61,NA,14:03,14:33,Light,5,110,,
20181017,PA-1618_20181017,PA-1618_20181017,PA-1618,P-1618,1618,1,1,1,PI,Pacuta,1,Sample,30,0.605,30,14:03,14:33,Light,5,110,,
20181017,PA-1411_20181017,PA-1411_20181017,PA-1411,P-1411,1411,2,3,1,PI,Pacuta,2,Sample,30,0.605,30,14:03,14:33,Light,5,110,,
20181017,PA-1759_20181017,PA-1759_20181017,PA-1759,P-1759,1759,6,7,2,PI,Pacuta,3,Sample,30,0.605,30,14:03,14:33,Light,5,110,,
20181017,PA-2202_20181017,PA-2202_20181017,PA-2202,P-2202,2202,7,9,2,PI,Pacuta,4,Sample,30,0.6,30,14:03,14:33,Light,5,110,,
20181017,BK-2_20181017,BK-2_20181017,BK-2,B2-HOT,NA,10,8,2,PI,BK,2,Blank,30,0.61,NA,14:03,14:33,Light,5,110,,
20181017,MC-2299_20181017,MC-2299_20181017,MC-2299,M-2299,2299,3,4,1,PI,Mcapitata,1,Sample,30,0.605,30,14:03,14:33,Light,5,110,,
20181017,MC-2163_20181017,MC-2163_20181017,MC-2163,M-2163,2163,4,6,1,PI,Mcapitata,2,Sample,30,0.605,30,14:03,14:33,Light,5,110,,
20181017,MC-2517_20181017,MC-2517_20181017,MC-2517,M-2517,2517,8,10,2,PI,Mcapitata,3,Sample,30,0.6,30,14:03,14:33,Light,5,110,,
20181017,MC-2024_20181017,MC-2024_20181017,MC-2024,M-2024,2024,9,12,2,PI,Mcapitata,4,Sample,30,0.595,30,14:03,14:33,Light,5,110,,
20181017,BK-1_20181017,BK-1_20181017,BK-1,B1-HOT,NA,5,2,1,PI,BK,1,Blank,30,0.61,NA,14:35,15:06,Light,6,160,,
20181017,PA-1618_20181017,PA-1618_20181017,PA-1618,P-1618,1618,1,1,1,PI,Pacuta,1,Sample,30,0.605,30,14:35,15:06,Light,6,160,,
20181017,PA-1411_20181017,PA-1411_20181017,PA-1411,P-1411,1411,2,3,1,PI,Pacuta,2,Sample,30,0.605,30,14:35,15:06,Light,6,160,,
20181017,PA-1759_20181017,PA-1759_20181017,PA-1759,P-1759,1759,6,7,2,PI,Pacuta,3,Sample,30,0.605,30,14:35,15:06,Light,6,160,,
20181017,PA-2202_20181017,PA-2202_20181017,PA-2202,P-2202,2202,7,9,2,PI,Pacuta,4,Sample,30,0.6,30,14:35,15:06,Light,6,160,,
20181017,BK-2_20181017,BK-2_20181017,BK-2,B2-HOT,NA,10,8,2,PI,BK,2,Blank,30,0.61,NA,14:35,15:06,Light,6,160,,
20181017,MC-2299_20181017,MC-2299_20181017,MC-2299,M-2299,2299,3,4,1,PI,Mcapitata,1,Sample,30,0.605,30,14:35,15:06,Light,6,160,,
20181017,MC-2163_20181017,MC-2163_20181017,MC-2163,M-2163,2163,4,6,1,PI,Mcapitata,2,Sample,30,0.605,30,14:35,15:06,Light,6,160,,
20181017,MC-2517_20181017,MC-2517_20181017,MC-2517,M-2517,2517,8,10,2,PI,Mcapitata,3,Sample,30,0.6,30,14:35,15:06,Light,6,160,,
20181017,MC-2024_20181017,MC-2024_20181017,MC-2024,M-2024,2024,9,12,2,PI,Mcapitata,4,Sample,30,0.595,30,14:35,15:06,Light,6,160,,
20181017,BK-1_20181017,BK-1_20181017,BK-1,B1-HOT,NA,5,2,1,PI,BK,1,Blank,30,0.61,NA,15:09,15:39,Dark,7,270,,
20181017,PA-1618_20181017,PA-1618_20181017,PA-1618,P-1618,1618,1,1,1,PI,Pacuta,1,Sample,30,0.605,30,15:09,15:39,Dark,7,270,,
