Plug_ID,Species,ANALYSIS,Timepoint,Treatment,partner,AFDW.mg.cm2,chla.ug.cm2,chlc2.ug.cm2,CRE.uM.mg,prot_mg.cm2,vol_mL,Resp_value,Photo_value
1036,Mcapitata,Physiology,4 week,ATAC,Host,2.4338156591364233,2.1059566719331007,0.43741527766598487,2.9514185442789057e-6,0.5641123984899367,34.5,-0.00175301449275372,0.0112521739130435
1036,Mcapitata,Physiology,4 week,ATAC,Sym,2.1616125919961595,2.1059566719331007,0.43741527766598487,2.9514185442789057e-6,0.5641123984899367,34.5,-0.00175301449275372,0.0112521739130435
1038,Mcapitata,Physiology,4 week,ATAC,Sym,2.587254431794242,2.4973208995637406,0.7044257373637155,1.750130645748505e-6,0.7527324799000706,55,-0.00391936182336189,0.0191597802197802
1038,Mcapitata,Physiology,4 week,ATAC,Host,3.7337632584325373,2.4973208995637406,0.7044257373637155,1.750130645748505e-6,0.7527324799000706,55,-0.00391936182336189,0.0191597802197802
1042,Mcapitata,Physiology,6 week,ATAC,Sym,1.536730668536002,2.145288067241729,0.6369842474096309,4.623824218461495e-6,0.4426931125259661,27.5,-0.0017035759897828,0.00812474358974353
1042,Mcapitata,Physiology,6 week,ATAC,Host,2.6986489788925363,2.145288067241729,0.6369842474096309,4.623824218461495e-6,0.4426931125259661,27.5,-0.0017035759897828,0.00812474358974353
1044,Mcapitata,Physiology,8 week,ATAC,Host,1.2590823689260486,2.3909678611159406,0.6666917926847244,5.2019430641188324e-6,0.16754494990462718,28,-0.00266794202898553,0.0167690476190484
1044,Mcapitata,Physiology,8 week,ATAC,Sym,1.1610390697064426,2.3909678611159406,0.6666917926847244,5.2019430641188324e-6,0.16754494990462718,28,-0.00266794202898553,0.0167690476190484
1045,Pacuta,Physiology,12 week,ATAC,Sym,1.107508840532971,2.17395991643916,0.6003028691662183,1.936477339520825e-6,0.934024264723552,20,NA,NA
1045,Pacuta,Physiology,12 week,ATAC,Host,0.8072508882106667,2.17395991643916,0.6003028691662183,1.936477339520825e-6,0.934024264723552,20,NA,NA
