Well,Plug_ID
A1,StandardA
A2,StandardA
A3,StandardB
A4,StandardB
A5,StandardC
A6,StandardC
A7,StandardD
A8,StandardD
A9,StandardE
A10,StandardE
A11,StandardF
A12,StandardF
B1,StandardG
B2,StandardG
B3,StandardH
B4,StandardH
B5,StandardI
B6,StandardI
B7,1067
B8,1067
B9,1498
B10,1498
B11,2407
B12,2407
C1,1353
C2,1353
C3,1730
C4,1730
C5,2517
C6,2517
C7,NA
C8,NA
C9,1616
C10,1616
C11,1162
C12,1162
D1,1061
D2,1061
D3,1063
D4,1063
D5,1492
D6,1492
D7,2669
D8,2669
D9,1234
D10,1234
D11,1102
D12,1102
E1,1122
E2,1122
E3,1299
E4,1299
E5,2565
E6,2565
E7,2874
E8,2874
E9,1822
E10,1822
E11,1593
E12,1593
F1,1410
F2,1410
F3,1469
F4,1469
F5,2372
F6,2372
F7,1551
F8,1551
F9,2525
F10,2525
F11,1708
F12,1708
G1,NA
G2,NA
G3,1592
G4,1592
G5,1650
G6,1650
G7,1479
G8,1479
G9,1534
G10,1534
G11,1295
G12,1295
H1,1640
H2,1640
H3,1136
H4,1136
H5,2360
H6,2360
H7,1564
H8,1564
H9,2297
H10,2297
H11,NA
H12,NA
