Titration report,,,,, ,
Method,,,,,,
Method ID,,000,,"Release state
",Released,
Name,,URIBioMin,,Modified by,SystemInternal,
Modified on,,5/29/2018 11:13:39 AM,,,,
Titration (EP) [1],,"Scope 1/1, Sample 1/3",,,,
Measured Values,,"Scope 1/1, Sample 1/3",,,,
Time,V,Meas. value,dV,Temp.,dE,EP
[s],[mL],[mV],[mL],[°C],[mV],
0,0.0000,67.1,,23.7,,
1,0.0010,69.6,0.0010,23.7,2.5,
2,0.0025,70.0,0.0015,23.7,0.4,
3,0.0050,70.7,0.0025,23.7,0.7,
4,0.0085,73.3,0.0035,23.7,2.6,
5,0.0145,75.7,0.0060,23.7,2.4,
6,0.0230,81.9,0.0085,23.7,6.2,
7,0.0310,92.0,0.0080,23.7,10.1,
8,0.0395,103.1,0.0085,23.7,11.1,
9,0.0475,116.0,0.0080,23.7,12.9,
10,0.0560,129.5,0.0085,23.7,13.5,
11,0.0645,141.6,0.0085,23.7,12.1,
12,0.0725,151.9,0.0080,23.7,10.3,
13,0.0810,160.4,0.0085,23.7,8.5,
14,0.0895,166.2,0.0085,23.7,5.8,
15,0.0980,171.0,0.0085,23.7,4.8,
16,0.1055,174.9,0.0075,23.7,3.9,
17,0.1140,178.5,0.0085,23.7,3.6,
18,0.1225,181.4,0.0085,23.7,2.9,
19,0.1310,184.5,0.0085,23.7,3.1,
20,0.1355,185.1,0.0045,23.7,0.6,
260,0.1355,193.5,0.0000,23.7,8.4,
261,0.1360,193.5,0.0005,23.7,0.0,
262,0.1375,193.5,0.0015,23.7,0.0,
263,0.1405,193.7,0.0030,23.7,0.2,
264,0.1440,193.8,0.0035,23.7,0.1,
265,0.1500,194.3,0.0060,23.7,0.5,
266,0.1580,195.3,0.0080,23.7,1.0,
267,0.1665,196.5,0.0085,23.7,1.2,
268,0.1750,197.7,0.0085,23.7,1.2,
269,0.1825,199.1,0.0075,23.7,1.4,
270,0.1910,200.1,0.0085,23.7,1.0,
271,0.1995,201.6,0.0085,23.7,1.5,
272,0.2080,202.7,0.0085,23.7,1.1,
273,0.2165,203.6,0.0085,23.7,0.9,
274,0.2250,204.7,0.0085,23.7,1.1,
275,0.2335,205.6,0.0085,23.7,0.9,
276,0.2410,206.8,0.0075,23.7,1.2,
277,0.2495,207.5,0.0085,23.7,0.7,
278,0.2580,208.5,0.0085,23.7,1.0,
279,0.2665,209.3,0.0085,23.7,0.8,
280,0.2750,210.2,0.0085,23.7,0.9,
281,0.2835,211.1,0.0085,23.7,0.9,
282,0.2910,211.9,0.0075,23.7,0.8,
283,0.2995,212.6,0.0085,23.7,0.7,
284,0.3080,213.3,0.0085,23.7,0.7,
285,0.3165,214.2,0.0085,23.7,0.9,
286,0.3250,214.7,0.0085,23.7,0.5,
287,0.3335,215.3,0.0085,23.7,0.6,
288,0.3410,215.7,0.0075,23.7,0.4,
289,0.3495,216.5,0.0085,23.7,0.8,
290,0.3580,217.0,0.0085,23.7,0.5,
291,0.3665,217.8,0.0085,23.7,0.8,
292,0.3750,218.3,0.0085,23.7,0.5,
293,0.3835,219.0,0.0085,23.7,0.7,
294,0.3920,219.6,0.0085,23.6,0.6,
295,0.3995,220.1,0.0075,23.7,0.5,
296,0.4080,220.6,0.0085,23.7,0.5,
297,0.4165,221.0,0.0085,23.7,0.4,
298,0.4250,221.6,0.0085,23.7,0.6,
299,0.4335,222.0,0.0085,23.7,0.4,
300,0.4420,222.6,0.0085,23.7,0.6,
301,0.4505,223.1,0.0085,23.7,0.5,
302,0.4580,223.6,0.0075,23.7,0.5,
303,0.4665,224.1,0.0085,23.7,0.5,
304,0.4750,224.7,0.0085,23.7,0.6,
305,0.4835,225.0,0.0085,23.7,0.3,
306,0.4920,225.4,0.0085,23.7,0.4,
307,0.5005,226.0,0.0085,23.7,0.6,
308,0.5080,226.3,0.0075,23.7,0.3,
309,0.5165,226.6,0.0085,23.7,0.3,
310,0.5250,227.0,0.0085,23.7,0.4,
311,0.5335,227.4,0.0085,23.7,0.4,
312,0.5420,227.8,0.0085,23.7,0.4,
313,0.5505,228.3,0.0085,23.7,0.5,
314,0.5585,228.6,0.0080,23.7,0.3,
315,0.5665,229.2,0.0080,23.7,0.6,
316,0.5750,229.5,0.0085,23.7,0.3,
317,0.5835,229.9,0.0085,23.7,0.4,
318,0.5920,230.2,0.0085,23.7,0.3,
319,0.6000,230.6,0.0080,23.7,0.4,
320,0.6085,231.0,0.0085,23.6,0.4,
321,0.6170,231.1,0.0085,23.7,0.1,
322,0.6250,231.6,0.0080,23.7,0.5,
323,0.6335,231.8,0.0085,23.7,0.2,
324,0.6415,232.2,0.0080,23.7,0.4,
325,0.6500,232.5,0.0085,23.7,0.3,
326,0.6585,233.0,0.0085,23.7,0.5,
327,0.6670,233.3,0.0085,23.7,0.3,
328,0.6750,233.6,0.0080,23.7,0.3,
329,0.6815,233.9,0.0065,23.7,0.3,
330,0.6875,234.1,0.0060,23.7,0.2,
331,0.6910,234.2,0.0035,23.7,0.1,
332,0.6910,234.3,0.0000,23.7,0.1,
333,0.6925,234.4,0.0015,23.7,0.1,
334,0.6930,234.5,0.0005,23.7,0.1,
335,0.6940,234.5,0.0010,23.7,0.0,
336,0.6955,234.6,0.0015,23.7,0.1,
337,0.6970,234.7,0.0015,23.7,0.1,
338,0.6980,234.7,0.0010,23.7,0.0,
339,0.6995,234.7,0.0015,23.7,0.0,
340,0.7015,234.7,0.0020,23.7,0.0,
341,0.7040,234.8,0.0025,23.7,0.1,
342,0.7060,234.9,0.0020,23.7,0.1,
342,0.7075,235.0,0.0015,23.7,0.1,
,0.7075,235.0,,,,EP
Titration (EP) [1],,"Scope 1/1, Sample 2/3",,,,
Measured Values,,"Scope 1/1, Sample 2/3",,,,
Time,V,Meas. value,dV,Temp.,dE,EP
[s],[mL],[mV],[mL],[°C],[mV],
0,0.0000,14.6,,23.6,,
1,0.0010,13.2,0.0010,23.6,-1.4,
2,0.0025,12.8,0.0015,23.6,-0.4,
3,0.0050,12.5,0.0025,23.6,-0.3,
4,0.0085,12.2,0.0035,23.6,-0.3,
5,0.0150,11.9,0.0065,23.6,-0.3,
6,0.0235,11.8,0.0085,23.6,-0.1,
7,0.0315,11.8,0.0080,23.6,0.0,
8,0.0395,11.9,0.0080,23.6,0.1,
9,0.0480,12.0,0.0085,23.6,0.1,
10,0.0565,12.2,0.0085,23.6,0.2,
11,0.0645,12.5,0.0080,23.6,0.3,
12,0.0730,12.8,0.0085,23.6,0.3,
13,0.0815,13.2,0.0085,23.6,0.4,
14,0.0900,13.5,0.0085,23.6,0.3,
15,0.0980,13.9,0.0080,23.6,0.4,
16,0.1060,14.4,0.0080,23.6,0.5,
17,0.1145,14.9,0.0085,23.6,0.5,
18,0.1230,15.6,0.0085,23.6,0.7,
19,0.1315,16.3,0.0085,23.6,0.7,
20,0.1400,16.9,0.0085,23.6,0.6,
21,0.1480,17.7,0.0080,23.6,0.8,
22,0.1560,18.4,0.0080,23.6,0.7,
23,0.1645,19.2,0.0085,23.6,0.8,
24,0.1730,20.0,0.0085,23.6,0.8,
25,0.1815,20.7,0.0085,23.6,0.7,
26,0.1900,21.4,0.0085,23.6,0.7,
27,0.1985,22.0,0.0085,23.6,0.6,
28,0.2060,22.6,0.0075,23.6,0.6,
29,0.2145,23.3,0.0085,23.6,0.7,
30,0.2230,23.8,0.0085,23.6,0.5,
31,0.2315,24.3,0.0085,23.6,0.5,
32,0.2400,24.8,0.0085,23.6,0.5,
33,0.2485,25.4,0.0085,23.6,0.6,
34,0.2560,25.8,0.0075,23.6,0.4,
35,0.2645,26.4,0.0085,23.6,0.6,
36,0.2730,27.0,0.0085,23.6,0.6,
37,0.2815,27.4,0.0085,23.6,0.4,
38,0.2900,27.9,0.0085,23.6,0.5,
39,0.2985,28.3,0.0085,23.6,0.4,
40,0.3070,28.8,0.0085,23.6,0.5,
41,0.3145,29.2,0.0075,23.6,0.4,
42,0.3230,29.5,0.0085,23.6,0.3,
43,0.3315,29.9,0.0085,23.6,0.4,
44,0.3400,30.3,0.0085,23.6,0.4,
45,0.3485,30.6,0.0085,23.6,0.3,
46,0.3570,31.0,0.0085,23.6,0.4,
47,0.3655,31.4,0.0085,23.6,0.4,
48,0.3730,31.8,0.0075,23.6,0.4,
49,0.3815,32.2,0.0085,23.6,0.4,
50,0.3900,32.6,0.0085,23.6,0.4,
51,0.3985,33.0,0.0085,23.6,0.4,
